id	text	label
2425	"에잇!"""	2
2426	마리는 신고 있던 신발을 벗어 생쥐 대왕에게 힘껏 던졌어요.	2
2427	그러자 생뒤 대왕의 일곱 머리 중 가운데 머리에 신발이 맞았지요.	2
2428	생쥐 대왕은 요란하게 비명을 지르며 쓰러졌어요.	2
2429	그때 호두까기 인형이 힘을 내어 일어났습니다.	1
2430	그러고는 있는 힘을 다해 칼로 생쥐 대왕의 가슴을 찔렀어요.	2
2431	"""으악~, 아이고!"""	2
2432	마침내 생쥐 대왕이 쓰러졌지요.	0
2433	"""만세!"	1
2434	"호두가기 인형, 네가 해냈어!"""	1
2435	마리는 큰  소리로 외쳤어요.	0
2436	"""만세!"	1
2437	"호두까기 대장 만세!"""	1
2438	어느새 쓰러져 있던 다른 인형들도 일어나 만세를 불렀습니다.	1
2439	그때 불빛이 번쩍하더니 방 안이 환해졌어요.	1
2440	그러더니 신기한 일이 벌어졌답니다.	0
2441	호두까기 인형이 점점 커졌고 옆에 있던 공주 인형도 커졌어요.	0
2442	"""마리 아가씨, 정말 고마워요!"""	1
2443	호두까기 인형과 공주 인형이 마리에게 공손하게 인사를 했어요.	1
2444	"""아니, 어떻게 된 것이지?"""	0
2445	마리는 믿기지가 않았어요.	2
2446	마치 꿈을 꾸고 있는 것 같았답니다.	1
2447	그때 공주 인형이 말했어요.	0
2448	"""우리는 요술에 걸렸던 거랍니다."""	2
2449	"""요술이라고요?"	0
2450	"어떻게 된 일인지 자세히 말해 주세요!"""	0
2451	마리는 인형들이 무슨 말을 하는지 이해할 수가 없었어요.	2
2452	호두까기 인형은 원래 장난감 나라의 왕자라고 했어요.	2
2453	그런데 하루는 쥐들이 장난감 나라에 쳐들어와서 그 나라의 음식을 모두 먹어 치웠다고 했지요.	2
2454	"그래서 왕자가 쥐를 잡으려고 하자, 쥐 나라의 여왕이 왕자와 공주에게 마법을 걸어 인형으로 만든 것이래요."	2
2455	왕자의 이야기가 끝나자 공주가 마리에게 말했어요.	0
2456	"""마리 아가씨, 우리 장난감 나라를 구경하지 않을래요?"""	0
2457	"마리는 왕자, 공주와 함께 장난감 나라로 떠났습니다."	1
2458	장난감 나라의 여러 인형들이 왕자 일행을 반갑게 맞아 주었어요.	1
2459	모두들 왕자와 공주가 요술에서 풀려난 것을 기뻐하였답니다.	1
2460	한 마을에 홍당무라는 아이가 살았어요.	0
2461	"이 아이는 머리카락이 빨갛고, 얼굴에 주근깨가 가득했지요."	2
2462	이그래 '홍당무' 아른 별명으로 불렸답니다.	0
2463	"홍당무는 아버지, 어머니, 누라, 그리고 형과 함께 살았어요."	0
2464	그런데 어머니는 집안의 심부름을 막내인 홍당무에게 거의 다 시켰어요.	0
2465	어느 날 밤 홍당무가 책을 읽고 있는데 어머니가 말했어요.	0
2466	"""저런, 닭장 문이 열려 있네."	0
2467	"누가 좀 닫고 오겠니?"""	0
2468	형이 누나를 보며 한쪽 눈을 깜빡이더니 꾀를 부렸어요.	2
2469	"""홍당무야, 네가 갔다 와!"""	0
2470	형이 홍당무에게 조용히 속삭였어요.	0
2471	"""엄마, 홍당무가 간대요!"""	0
2472	누나는 홍당무에게 묻지도 않고 어머니에게 말했지요.	0
2473	"""홍당무야, 그럼 네가 닭장 문을 닫고 와라!"""	0
2474	형은 홍당무의 등을 밀며 말했어요.	2
2475	"""홍당무는 아주 용감하니까, 잘할 수 있을 거야."	1
2476	"그렇지?"""	1
2477	홍당무는 어쩔 수 없이 닭장 문을 닫으러 갔습니다.	2
2478	밖은 깜깜하고 조용했어요.	0
2479	홍당무는 뒤에서 누군가 나타나서 자신을 확 덮칠 것만 같았어요.	2
2480	머리가 쭈뼛 서도록 무서웠지요.	2
2481	홍당무는 두 눈을 꼭 감고 달려갔어요.	2
2482	그러고는 닭장 문을 얼른 닫았답니다.	0
2483	홍당무네 집은 '피람' 이라는 이름을 가진 개를 키웠어요.	0
2484	어느 날 저녁이었습니다.	0
2485	그날따라 피람이 시끄럽게 짖어댔어요.	2
2486	"""시끄러워, 조용히 좀 해!"	0
2487	"홍당무야, 밖에 나가서 무슨 일이 있는지 알아보고 오렴."""	0
2488	이번에도 어머니는 책을 보고 있는 홍당무에게 심부름을 시켰어요.	0
2489	그러자 홍당무는 밖으로 나가는 척하면서 대문 근처에 서 있다가 집 안으로 다시 들어왔답니다.	2
2490	홍당무는 속으로  '씩'하고 웃음을 지었어요.	1
2491	이제는 바보처럼 심부름을 전부 하지는 않을 거야.'	1
2492	날씨가 화창한 어느 날이었어요.	1
2493	홍당무네 가족은 집 근처의 숲으로 사냥을 갔어요.	0
2494	아버지는 형과 홍당무에게도 사냥을 허락해 주었지요.	1
2495	홍당무는 가슴이 두근거렸답니다.	0
2496	그때 새들이 날아올랐어요.	0
2497	"""빨리 총을 주고 저리 비켜!"""	2
2498	형은 홍당무의 총을 얼른 빼았았어요.	2
2499	그러고는 새들을 향해 쏘았습니다.	2
2500	하지만 새들은 모두 도망가 버렸어요.	2
2501	홍당무와 형은 다른 곳으로 가 보았어요.	0
2502	형은 그곳에서도 새들을 향해 총을 쏘았지요.	0
2503	홍당무도 총을 쏘고 싶었어요.	1
2504	"하지만 벌써 해가 지고, 하늘은 붉에 물들었지요."	2
2505	"""에잇, 오늘은 한 마리도 못 잡았네."""	2
2506	형은 툴툴거렸어요.	2
2507	"""홍당무야, 이제 그만 집에 가자!"""	0
2508	그제서야 형은 홍당무에게 총을 건넸어요.	0
2509	온종일 홍당무가 총을 쏜 것처럼 보이게 하려고요.	0
2510	다음 날 홍당무네 가족은 참외를 맛있게 먹고 있었어요.	1
2511	어머니는 뒤늦게 나타난 홍당무에게 말했지요.	2
2512	"""홍당무, 네 것은 없다."	2
2513	"너는 참외를 싫어하잖니!"""	2
2514	사실 홍당무는 참외가 무척 먹고 싶었답니다.	1
2515	"""홍당무야, 참외 껍질을 토끼에게 주고 오너라!"""	0
2516	어머니는 또 홍당무에게 심부름을 시켰어요.	0
2517	홍당무는 참외 껍질이 든 바구니를 들고 토끼장으로 갔어요.	0
2518	"""토끼야, 우리 사이좋게 나눠 먹자!"""	1
2519	홍당무는 참외 껍질의 안쪽을 긁어먹고 남은 껍질을 토끼에게 주었습니다.	0
2520	홍당무는 어머니에게 서운한 마음이 들었어요.	2
2521	하루는 홍당무와 형이 집에 돌아와 보니 문이 잠겨 있었어요.	2
2522	홍당무와 형은 배가 무척 고팠지요.	2
2523	그때 형이 말했어요.	0
2524	"""홍당무야, 우리 토끼풀 먹으러 가자!"""	0
2525	홍당무와 형은 풀밭으로 와서 앉았지요.	0
2526	형은 풀을 한 움큼 뜯어 먹는 시늉을 했어요.	2
2527	그러자 홍당무는 진짜로 풀을 뜯어 먹었답니다.	1
2528	형은 그런 홍당무를 보고 속으로 킥킥 웃었어요.	2
2529	홍당무는 어머니가 올 때까지 풀을 뜯어 먹었습니다.	0
2530	"""앗, 엄마가 돌아오셨다!"""	0
2531	형이 어머니에게 뛰어가자 홍당무도 뒤따라 뛰었답니다.	0
2532	"""같이 가, 형!"""	1
2533	어머니는 형과 홍당무를 바라보았습니다.	0
2534	홍당무의 입술 주변에는 풀이 묻어 있었어요.	0
2535	"""홍당무야, 입에 묻은 것이 뭐냐?"""	0
2536	"""홍당무는 거지처럼 토끼풀을 뜯어 먹었대요."""	0
2537	형은 어머니 뒤로 가서는 혀를 내밀며 웃었어요.	2
2538	한 해가 지나 새해가 되었어요.	0
2539	"""새해 복 많이 받으세요!"""	1
2540	홍당무의 형과 누나는 부모님께 새해 인사를 하고 용돈을 받았습니다.	1
2541	홍당무는 부모님께 직접 인사하기가 쑥스러워서 대신 편지를 썼답니다.	1
2542	그러자 형과 누나는 그 편지를 가져다 읽고는 잘못 쓴 글씨를 보고 홍당무를 놀렸어요.	2
2543	홍당무는 무척 창피했지요.	2
2544	어느덧 시간은 흘러 방학이 되었어요.	0
2545	그동안 학교 기숙사에서 지내 왔던 홍당무 형제들은 집으로 돌아왔지요.	1
2546	차에서 내린 홍당무늬 형과 누나는 부모님을 보자마자 얼른 뛰어갔답니다.	1
2547	홍당무는 어머니에게 다가갔어요.	1
2548	하지만 이미 형과 누나가 어머니에게 안겨 있었지요.	0
2549	어머니는 홍당무의 이마에 살짝 입맞춤만 해 주었어요.	1
2550	대신 옆에 있던 아버지가 홍당무를 안아 주었답니다.	1
2551	"""홍당무가 그동안 많이 컸구나!"""	1
2552	아버지의 칭찬을 들은 홍당무는 매우 기뻤어요.	1
2553	어느 새 방학이 끝나고 홍당무는 기숙사로 돌아갔어요.	0
2554	그리고 아버지께 편지를 썼습니다.	0
2555	"사랑하는 아버지께,"	1
2556	요즘 이가 하나 새로 돋아났어요.	1
2557	아마도 사랑니인 것 같아요.	0
2558	"아버지, 더욱 열심히 공부할게요."	1
2559	그리고 아버지를 항상 기쁘게 해 드리는 착한 아이가 될게요.	1
2560	"보고 싶어요, 아버지."	1
2561	홍당무 올림.	0
2562	그러자 아버지는 홍당무에게 답장을 보냈어요.	0
2563	"사랑하는 홍당무에게,"	1
2564	네 이가 하나씩 돋아날 때마다 내 이는 하나씩 흔들린단다.	2
2565	네 이가 하나씩 늘어날 때마다 내 이는 하나씩 없어진단다.	2
2566	"앞으로 너는 점점 자라고, 나는 늙어 가겠지만 그래도 나는 항상 너를 사랑한단다."	1
2567	사랑하는 아버지가 보냄.	1
2568	어느덧 주말니 되어 홍당무는 자신의 이름을 지어 준 할아버지 댁에 놀러 갔습니다.	1
2569	"할아버지는 까다롭고 무서웠지만, 홍당무한테는 무척 친절했어요."	1
2570	할아버지는 홍당무를 다정하게 업어 주었어요.	1
2571	홍당무는 그런 할아버지를 무척 좋아했답니다.	1
2572	"""홍당무야, 아직도 어머니가 많이 무서우냐?"""	2
2573	할아버지가 물었어요.	0
2574	"""어머니는 제가 너무 편해서 그러신 거예요."	1
2575	"그렇지만 가끔 섭섭할 때도 있기는 해요."""	2
2576	홍당무는 할아버지와 이런저런 이야기를 나누었답니다.	0
2577	그러던 어느 날 어머니는 홍당무에게 심부름을 시켰어요.	0
2578	"""홍당무야, 옆집에 가서 버커 좀 얻어 오너라!"""	0
2579	홍당무는 괜히 심통이 났어요.	2
2580	"""더 이상 엄마 심부름은 하고 싶지 않아요."	2
2581	"하지만 아버지가 시키시면 가겠어요."""	1
2582	홍당무가 어머니의 말을 듣지 않겠다고 한 것은 이번이 처음이었어요.	2
2583	어머니는 무척 화가 났답니다.	2
2584	아버지는 어머니에게 혼이 난 홍당무를 밖으로 데리고 나왔어요.	0
2585	그리고 조용히 물었지요.	0
2586	"""홍당무야, 아까는 왜 어머니에게 대들었지?"""	2
2587	"""아버지, 어머니가 저만 미워하시는 것 같아요."""	2
2588	홍당무는 슬픈 목소리로 말했어요.	2
2589	"""그건 아니야!"	2
2590	어머니는 너를 많이 사랑하신단다.	1
2591	다만 형이나 누나보다 네가 편해서 그러신 거야.	1
2592	그리고 그런 일로 슬퍼하면 안 돼.	2
2593	"세상에는 즐겁고 신나는 일도 아주 많거든!"""	1
2594	아버지는 홍당무에게 다정하게 말했습니다.	1
2595	홍당무는 아버지의 사랑을 느낄 수 있었답니다.	1
2596	그러자 어머니에게 심통을 부렸던 것이 죄송했어요.	1
2597	그리고 자신에게 장난을 많이 쳤던 형과 누나도 용서했지요.	1
2598	"그래, 가족은 나를 사랑하고 있어."	1
2599	나도 더 넓은 마음으로 가족을 사랑해야지!'	1
2600	이런 생각을 하자 홍당무의 마음은 훨씬 따뜻해졌어요.	1
2601	그리고 얼굴에는 밝은 미소가 번졌어요.	1
2602	홍당무와 아버지는 손을 꼭 잡고 집으로 향했습니다.	1
2603	프랑스의 어느 시골에 어머니와 아들 레미가 살고 있었어요.	0
2604	레미는 어렸을 때부터 아버지의 얼굴을 모르고 살아왔지요.	2
2605	아버지는 집을 떠나 파리에서 일했기 때문이었어요.	2
2606	레미는 아버지가 그리웠지만 항상 밝고 명랑하게 지냈어요.	1
2607	가끔은 동네 아이들이 아버지가 안 계신다고 놀렸습니다.	2
2608	하지만 레미는 지지 않으려고 당당하게 아이들에게 말했어요.	1
2609	"""난 아버지가 안 계신 게 아니야!"	1
2610	"우리 아버지는 큰돈을 벌려고 멀리 떠나신 것뿐이라고!"""	2
2611	"""아버지가 돌아오시면 너의 씩씩한 모습을 보고 싶어 할 거야!"""	1
2612	레미는 아버지를 만날 날을 위해 운동도 하며 즐겁게 지냈어요.	1
2613	또 어머니를 도우면서 공부도 열심히 하려고 최선을 다했지요.	1
2614	레미에게 아버지는 꿈과 희망이었어요.	1
2615	그래서 레미는 더욱 씩씩해져 갔습니다.	1
2616	어머니 또한 그런 레미를 보며 흐뭇해하였어요.	1
2617	"""레미는 참 씩씩하고 착한 아이야."""	1
2618	어머니도 아버지가 어서 빨리 돌아와 함께 살기를 바랐지요.	1
2619	그러던 어느 날 파리에서 편지 한 통이 왔습니다.	0
2620	편지를 다 읽은 어머니는 표정이 굳어졌어요.	2
2621	어머니는 궁금해하는 레미를 보며 낮은 목소리로 말했지요.	2
2622	"""이걸 어쩐다니!"	2
2623	"아버지가 다리를 크게 다치셨다는구나!"""	2
2624	어머니는 그렇게 말하고는 곧바로 외양간으로 갔어요.	0
2625	다음 날 어머니는 암소를 데리고 시장으로 갔습니다.	0
2626	암소를 팔아 아버지 치료비를 만들어 파리로 보냈어요.	2
2627	레미는 아버지가 걱정이 되었습니다.	2
2628	아버지가 무사히 집으로 돌아오기를 간절히 바랐어요.	1
2629	어머니가 파리로 돈을 보낸 지도 몇 달이 지났어요.	0
2630	"""어, 저기 누가 우리 집으로 와요!"""	0
2631	강아지와 놀던 레미가 소리쳤어요.	0
2632	멀리서 중년남자가 지팡이를 짚고 집으로 오고 있었어요.	0
2633	레미의 아버지가 파리에서 돌아왔지요.	0
2634	"""아버지!"	1
2635	 제가 레미예요.	0
2636	" 보고 싶었어요!"""	1
2637	레미는 아버지를 만나자 눈물이 솟아올랐어요.	1
2638	하지만 아버지는 그런 레미를 본체만체했답니다.	2
2639	레미는 무척 서운했지만 오랜만이라 그럴 거라고 생각했지요.	2
2640	레미는 저녁을 먹는 둥 마는 둥 하고는 밖으로 나왔습니다.	2
2641	아버지가 날 싫어하시는 걸까?'	2
2642	그때였어요.	0
2643	아버지와 어머니가 목소리를 높여 싸우는 소리가 들렸어요.	2
2644	레미는 창문으로 다가가 아버지와 어머니가 싸우는 이유를 알아보려다 깜짝 놀랐어요.	2
2645	"""집안 사정이 어려우니 밖에서 주워 온 레미는 내보내버려!"""	2
2646	"""그건 안 돼요. "	2
2647	"이제껏 키운 아이를 어떻게 내보내요?"""	2
2648	레미는 하마터면 소리를 지를 뻔했습니다.	2
2649	여태껏 기다려온 아버지와 자신을 길러준 어머니가 친부모가 아니라니요!	2
2650	레미는 가슴이 터질듯이 슬펐어요.	2
2651	그날 밤 레미는 밤새 눈물을 펑펑 흘리다 잠이 들었습니다.	2
2652	이튿날 아버지는 레미를 떠돌이 악사인 비탈리스 할아버지에게 맡기기로 했습니다.	0
2653	사실 몇 푼 되지 않는 돈으로 레미를 팔았던 것이지요.	2
2654	"""아버지, 말 잘 들을게요. 저를 버리지 마세요!"""	2
2655	레미는 눈물을 흘리며 아버지에게 애원했어요.	2
2656	하지만 아버지는 레미를 쳐다보지도 않았답니다.	2
2657	어머니는 하염없이 눈물만 흘렸어요.	2
2658	레미는 비탈리스 할아버지의 손에 이끌려 집을 떠났습니다.	2
2659	비탈리스 할아버지는 거리에서 공연을 하여 돈을 벌었어요.	1
2660	세 마리의 개와 원숭이를 데리고 연극이나 노래를 불렀지요.	0
2661	그러던 어느 날 광장에서 연극을 하고 있을 때였어요.	0
2662	그들의 공연을 못마땅하게 여기던 경찰관이 괜한 핑계로 비탈리스 할아버지에게 시비를 걸었지요.	2
2663	그러자 할아버지는 경찰관을 떠밀어 버렸습니다.	2
2664	결국 그 일로 할아버지는 감옥에 들어갔어요.	2
2665	레미는 원숭이와 개들을 데리고 정처 없이 떠돌아다녔어요. 	2
2666	그러다가 우연히 마음씨 따뜻한 밀리건 아줌마를 만났답니다.	1
2667	밀리건 아줌마는 할아버지가 감옥에서 나올 때까지 레미를 돌보아주겠다고 했어요.	1
2668	레미는 아줌마의 병든 아들 아서에게 말동무가 되어 주었어요.	1
2669	 멋진 음악도 연주해 주었습니다.	1
2670	레미는 이런 생활이 외로웠지만 고마움으로 지냈어요.	1
2671	얼마 후 비탈리스 할아버지가 감옥에서 나왔어요.	1
2672	레미는 다시 정처 없는 떠돌이 생활을 시작했습니다.	2
2673	"""레미, 힘든 거 알지만 조금만 더 힘내자!"""	1
2674	"""아무 탈 없이 할아버지가 돌아와 주셔서 감사해요!"""	1
2675	겨울이 되자 심한 눈보라와 추위가 계속하루는 산속에서 추위를 피해 잠시 쉬고 있었어요.	2
2676	그런데 그 사이에 이리가 나타나 개 두 마리와 원숭이를 물어가 버렸지요. 	2
2677	그 바람에 공연을 할 수 없게 되었어요.	2
2678	어쩔 수 없이 할아버지는 봄이 올 때까지 갈로폴리에게 레미를 맡겼어요. 	2
2679	레미는 그곳에서 바이올린을 잘 켜는 마티아와 친구가 되었지요.	1
2680	갈로폴리는 거리의 아이들을 모아 공연을 하게 하여 돈을 벌었지요.	1
2681	그는 좋은 사람이 아니었습니다.	2
2682	돈을 벌지 못하면 아이들을 마구 때리고 밥을 굶겼지요.	2
2683	뒤늦게 이 사실을 안 비탈리스 할아버지는 레미를 데려왔어요.	1
2684	눈보라가 심하게 부는 어느 할아버지는 그만 거리에서 쓰러졌어요.	2
2685	"""할아버지, 저 레미예요! "	0
2686	정신을 차리세요!”	0
2687	레미는 목이 터져라 외쳤지만 할아버지는 영영 돌아오지 않았어요.	2
2688	곧 레미도 눈 속에서 정신을 잃고 말았습니다.	2
2689	그러나 운 좋게도 근처에서 꽃집을 하는 사람들이 레미를 발견했어요.	1
2690	그렇게 해서 레미는 그들과 함께 살게 되었지요.	1
2691	친절한 꽃집 사람들은 레미를 따뜻하게 대해 주었어요.	1
2692	태풍이 심하게 부는 어느 날 꽃집의 모든 꽃들이 죽고 말았어요.	2
2693	레미는 그곳에서 더는 머물 수가 없게 되었지요.	2
2694	레미는 어머니가 계신 고향으로 돌아가고 싶었습니다.	1
2695	고향 가는 길을 찾던 중 우연히 마티아를 만나게 되었어요.	1
2696	마티아는 갈로폴리가 감옥에 갇히자 자유의 몸이 되었지요.	1
2697	레미와 마티아는 함께 고향에 가기로 했습니다.	1
2698	"길을 가면서 레미는 노래를 부르고, 마티아는 바이올린을 연주하여 돈을 벌었어요."	1
2699	 그들의 공연은 가는 곳마다 박수와 칭찬을 받았어요.	1
2700	그리고 며칠이 지나 레미는 고향에 다다랐습니다.	1
2701	"""마티아, 나는 엄마에게 암소를 선물할 거야."	1
2702	"전에 아버지가 다치는 바람에 암소를 팔았거든."""	2
2703	레미는 들뜬 목소리로 마티아에게 말했어요.	1
2704	"""엄마가 있는 네가 부럽다!"""	1
2705	레미는 서둘러 집으로 갔습니다.	0
2706	"""어머니, 저 레미예요!"""	0
2707	레미는 어머니를 보자마자 눈물을 흘리며 품에 안겼지요.	1
2708	어머니도 레미를 힘껏 끌어안아 주었답니다.	1
2709	그러나 아버지는 이 세상에 계시지 않았습니다.	2
2710	절뚝거렸던 다리가 덧나 세상을 떠났지요.	2
2711	"""레미야, 사실은 네 친어머니가 너를 찾고 계신단다."	1
2712	"이곳으로 가면 만날 수 있을 거야."""	1
2713	어머니는 친어머니의 주소가 적힌 쪽지를 레미의 손에 꼭 쥐어주었어요.	0
2714	레미가 처음 버려졌을 때 입었던 옷도 함께 주었습니다.	0
2715	레미는 마티아와 함께 친어머니가 계신 곳을 찾아갔어요.	1
2716	친어머니가 있는 런던에 도착하자마자 경찰서로 갔어요.	0
2717	경찰은 레미를 친어머니가 사는 곳으로 데려갔습니다.	0
2718	그리고 레미는 놀라운 사실도 알게 되었어요.	0
2719	레미는 본래 부잣집 아들이었지만 가족들의 재산 싸움으로 누군가 몰래 그를 버렸지요.	2
2720	그런데 더욱 놀라운 일은 레미의 친어머니가 전에 우연히 만났던 밀리건 아줌마라는 거예요!	1
2721	레미는 양어머니가 주신 옷을 밀리건 아줌마에게 보여주었어요.	0
2722	"""오, 이럴 수가! "	0
2723	"네가 내 아들 레미였다니!"""	1
2724	밀리건 아줌마는 너무도 기뻐했습니다.	1
2725	동생이 되는 아서도 무척 좋아하였어요.	1
2726	이제 레미는 행복한 나날을 보내게 되었습니다.	1
2727	그 후 레미를 길러준 양어머니도 모셔와 런던에서 함께 살게 되었지요.	1
2728	바이올린을 잘 켜는 마티아는 훌륭한 음악가가 되어 독주회를 열곤 했답니다.	1
2729	미국 플로리다 주에 조디라는 소년이 농사를 짓는 부모님과 살고 있었어요.	0
2730	조디는 동물을 무척이나 좋아하는 아이랍니다.	1
2731	아버지와 어머니가 밭에서 일을 할 때면 조디는 동물들과 이야기하며 친구가 되었지요.	1
2732	조디의 집에는 개 두 마리와 다른 동물들이 있었어요.	0
2733	조디는 부모님을 따라 밭으로 나가지 않을 때는 개들과 함께 놀았어요.	1
2734	조디는 종종 개들과 함께 개울가로 나가 물고기를 잡았지요.	0
2735	 운이 좋은 날에는 물고기를 많이 잡기도 했답니다.	1
2736	"""반만 집에 가져가고, 나머지는 놓아 주어야지!"""	0
2737	그러던 어느 날이었습니다.	0
2738	집에서 기르던 돼지 한 마리가 갑자기 사라졌어요.	2
2739	"""숲 속에 사는 짐승이 돼지를 잡아간 게 분명해."""	2
2740	부서진 돼지우리를 본 아버지는 커다란 짐승의 짓일 거라고 생각했어요.	2
2741	그날 이후 조디와 아버지는 돼지를 잡아간 짐승을 찾기 위해 숲 속 이곳저 곳을 돌아다녔어요.	0
2742	"나무가 빽빽이 둘러싸인 곳도 훑어보고, 작은 새나 다람쥐들이 머무는 커다란 고목나무도 뒤져 보았지요."	0
2743	그때였습니다.	0
2744	"""으악, 도… 독사다!"""	2
2745	어디선가 갑자기 독사 한 마리가 나타나 아버지의 팔을 물고 도망갔어요.	2
2746	아버지는 독사가 팔을 무는 바람에 총을 떨어뜨렸어요.	2
2747	그렇지만 곧 총을 주워 독사를 향해 쏘았지요.	2
2748	"""탕!"""	0
2749	총에 맞은 독사는 피를 흘리며 죽었어요.	2
2750	독사에 물린 아버지는 걱정이 되었어요.	2
2751	독이 퍼지기 전에 빨리 멈추게 해야 할 텐데…'	2
2752	아버지는 입고 있던 옷을 북북 찢었어요.	0
2753	"그러고는 독사에게 물린 팔을 꽁꽁 묶은 후, 몸 밖으로 계속 피를 빼냈지요."	2
2754	그때였어요.	0
2755	사슴이 아기사슴을 데리고 지나가고 있었어요.	0
2756	그러자 아버지는 사슴을 향해 총을 쏘았습니다.	2
2757	"""앗, 사슴이 총에 맞았다!"""	2
2758	아버지는 급히 사슴이 쓰러진 곳으로 달려갔어요.	2
2759	그러고는 칼로 사슴의 배를 갈랐지요.	2
2760	조디는 차마 그 모습을 볼 수 없어서 눈을 꼭 감았어요.	2
2761	아버지는 곧장 사슴의 간을 꺼내어 상처에 갖다 댔어요.	0
2762	얼마나 시간이 지났을까요?	0
2763	사슴의 간이 무엇인가를 자꾸 빨아댔어요.	0
2764	뱀이 뱉어 놓은 독을 사슴의 간이 전부 빨아들이고 있었지요.	1
2765	잠시 후 아버지는 병원에 가서 치료를 받았어요.	1
2766	응급처치를 잘한 덕분에 아버지는 살 수 있었답니다.	1
2767	"""하마터면 큰일 날 뻔했어요! "	0
2768	하늘이 도우신 거예요!”	1
2769	그제야 조디와 조디 어머니는 마음이 놓였지요.	1
2770	조디는 아기사슴이 궁금했습니다.	0
2771	혼자가 된 아기사슴은 어떻게 지내고 있을까?'	2
2772	조디는 아기사슴을 찾기 위해 숲 속으로 갔어요.	0
2773	그러고는 사슴이 죽은 곳 근처를 둘러보았지요.	2
2774	곧 조디는 조그만 나무 밑에서 몸을 웅크리고 있는 아기사슴을 찾아냈습니다.	1
2775	저 사슴을 집에 데려가야겠다!'	0
2776	조디가 아기사슴에게로 다가갔지만 아기사슴은 도망치지도 못하고 떨고만 있었어요.	2
2777	조디는 아기사슴을 데리고 곧장 집으로 왔어요.	0
2778	"""아기사슴이 혼자 떨고 있잖아요."	2
2779	"너무 불쌍해서 그냥 두고 올 수가 없었어요."""	2
2780	조디는 부모님에게 아기사슴을 보여 주었어요.	0
2781	"""그래, 나를 살려 준 사슴의 새끼니까 기르도록 하자!"""	1
2782	그렇게 해서 아기사슴은 조디네 집에서 살게 되었답니다.	1
2783	조디는 아기사슴에게 플래그라는 이름을 지어 주었어요	0
2784	바람이 세차게 부는 어느 날이었어요.	2
2785	조디가 책을 읽고 있는데 밖에서 '똑똑' 소리가 들렸어요.	0
2786	문을 열어 보니 개들과 사슴이 추위에 떨고 있었어요.	1
2787	조디는 개와 사슴을 안으로 들여와 몸을 녹여 주고 먹을 것도 주었어요.	1
2788	이를 본 조디의 부모님은 예쁜 마음씨를 가진 조디를 칭찬해 주었답니다.	1
2789	그런데 밤사이 비바람이 거세게 쳐서 조디네 농작물이 엉망이 되고 말았어요.	2
2790	아버지는 망가진 밭과 농장을 보며 한숨을 지었어요.	2
2791	조디네 가족은 힘을 모아 농장을 정리하기로 했지요.	1
2792	그런데 농장을 정리하던 중 이상한 발자국이 발견되었어요.	2
2793	"""발가락이 네 개인 것을 보니 곰이 틀림없어!"""	0
2794	조디와 아버지는 개들을 앞세우고 곰을 찾아 나섰어요.	0
2795	아기사슴도 조디의 뒤를 따랐답니다.	0
2796	"""앗, 아빠! "	0
2797	"여기에도 곰의 발자국이 있어요!"""	0
2798	곰의 발자국을 발견한 조디가 외쳤어요.	0
2799	그때 아기사슴이 나무가 우거진 쪽을 향해 달려가기 시작했어요.	0
2800	조디와 아버지는 재빨리 사냥할 준비를 하여 아기사슴을 쫒아갔어요	0
2801	"""플래그야, 이리 와! "	0
2802	"거기로 가면 안 돼!"""	2
2803	조디와 아버지가 사슴이 있는 곳에 도착하자 작은 나뭇가지가 움직였어요.	0
2804	 그때 갑자기 커다란 곰이 조디와 아버지 앞에 나타났습니다.	2
2805	"""탕! "	0
2806	탕! 	0
2807	"탕! """	0
2808	아버지는 곰을 향해 총을 쏘았어요.	2
2809	조디도 방아쇠를 당겨 총을 쏘았지요.	2
2810	마침내 곰이 피를 흘리며 쓰러졌습니다.	2
2811	어느새 겨울이 지나고 봄이 왔어요.	1
2812	플래그도 많이 자라 곧잘 말썽을 부렸답니다.	2
2813	"아버지가 마당에 쳐 놓은 울타리를 부수기도 하고, 빨래 작대기를 밀어 널어놓은 빨래를 망치기도 했어요."	2
2814	"""조디야, 아무래도 플래그를 숲으로 보내야겠다!"""	2
2815	화가 난 어머니가 조디에게 소리쳤어요.	2
2816	플래그는 그것도 모자라 집에 있는 담배 모와 옥수수를 먹어 치워 아버지를 더욱 화나게 만들었어요.	2
2817	그러던 어느 날이었습니다.	0
2818	잔뜩 화가 난 아버지가 조디를 불렀어요.	2
2819	그날도 플래그가 집 안을 엉망으로 만들어 놓은 후였지요	2
2820	"""플래그가 더 큰 말썽을 피우기 전에 죽여야겠다."""	2
2821	"""안 돼요, 아버지!"	2
2822	"다시는 그러지 않을 거예요!"""	2
2823	불안해진 조디는 아버지 몰래 플래그를 창고에 숨겼어요	2
2824	잠깐 조디가 자신의 방에 간 사이였어요.	0
2825	창고 쪽에서 총소리가 들렸어요.	2
2826	놀란 조디는 창고로 뛰어갔어요.	0
2827	하지만 플래그는 이미 피를 흘리며 죽어 있었지요.	2
2828	"“조디야, 플래그를 죽이지 않으면 우리 집이"""	2
2829	조디는 아버지의 말이 끝나기도 전에 집을 뛰쳐나갔어요.	2
2830	"""어머니, 아버지, 전부 다 미워요!"""	2
